date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:35:01	2505/2505	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2018%20Aug%202026%2000:35:01%20GMT	https://fiveelementslife.wixsite.com/href%2C-location.href	D:/app/wix%20transfer%20out/fiveelementslife.wixsite.com/href,-location.href	(from https://fiveelementslife.wixsite.com/start)
20:35:01	13888/13888	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Aug%202026%2000:35:01%20GMT	https://static.wixstatic.com/media/bc8be9_60bbadbfa40b455c9fbd5765e455a5c5~mv2.png/v1/fill/w_259,h_157,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/bc8be9_60bbadbfa40b455c9fbd5765e455a5c5~mv2.png	D:/app/wix%20transfer%20out/static.wixstatic.com/media/bc8be9_60bbadbfa40b455c9fbd5765e455a5c5_mv2.png/v1/fill/w_259,h_157,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/bc8be9_60bbadbfa40b455c9fbd5765e455a5c5_mv2.png	(from https://fiveelementslife.wixsite.com/start)
20:35:04	1684236/1684236	---MCZ	200	added ('OK')	text/html	etag:W/%2208fd934d4aab8dc0ef781ca3e98921f5%22	https://fiveelementslife.wixsite.com/start/menu	D:/app/wix%20transfer%20out/fiveelementslife.wixsite.com/start/menu.html	(from https://fiveelementslife.wixsite.com/start)
20:35:04	1278096/1278096	---MCZ	200	added ('OK')	text/html	etag:W/%2260cb6f7541731dcd1a137befdbe56711%22	https://fiveelementslife.wixsite.com/start/blog	D:/app/wix%20transfer%20out/fiveelementslife.wixsite.com/start/blog.html	(from https://fiveelementslife.wixsite.com/start)
20:35:05	1045628/1045628	---MCZ	200	added ('OK')	text/html	etag:W/%2273c6280c7879231c9575d370adec5418%22	https://fiveelementslife.wixsite.com/start/five-elements-promise	D:/app/wix%20transfer%20out/fiveelementslife.wixsite.com/start/five-elements-promise.html	(from https://fiveelementslife.wixsite.com/start)
20:35:06	2633/2633	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Aug%202026%2000:35:05%20GMT	https://static.wixstatic.com/media/84770f_8ac006c49e62400d81ab3628405024ea~mv2.jpg/v1/fill/w_147,h_60,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/84770f_8ac006c49e62400d81ab3628405024ea~mv2.jpg	D:/app/wix%20transfer%20out/static.wixstatic.com/media/84770f_8ac006c49e62400d81ab3628405024ea_mv2.jpg/v1/fill/w_147,h_60,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/84770f_8ac006c49e62400d81ab3628405024ea_mv2.jpg	(from https://fiveelementslife.wixsite.com/start)
20:35:06	91163/91163	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Aug%202026%2000:35:06%20GMT	https://static.wixstatic.com/media/11062b_6bb8118a7b474bea9096972752da343f~mv2.jpg/v1/crop/x_0,y_323,w_3333,h_4355/fill/w_481,h_628,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Roasted%20Cauliflower%20Salad.jpg	D:/app/wix%20transfer%20out/static.wixstatic.com/media/11062b_6bb8118a7b474bea9096972752da343f_mv2.jpg/v1/crop/x_0,y_323,w_3333,h_4355/fill/w_481,h_628,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Roasted%20Cauliflower%20Salad.jpg	(from https://fiveelementslife.wixsite.com/start)
20:35:06	3646/3646	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Aug%202026%2000:35:06%20GMT	https://static.wixstatic.com/media/e98e03bb1260411a8c4a83980052288b.jpg/v1/fill/w_123,h_96,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/e98e03bb1260411a8c4a83980052288b.jpg	D:/app/wix%20transfer%20out/static.wixstatic.com/media/e98e03bb1260411a8c4a83980052288b.jpg/v1/fill/w_123,h_96,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/e98e03bb1260411a8c4a83980052288b.jpg	(from https://fiveelementslife.wixsite.com/start)
20:35:08	1042882/1042882	---MCZ	200	added ('OK')	text/html	etag:W/%22feed6425b5de8f7892d4e34b151f6411%22	https://fiveelementslife.wixsite.com/start/about-1	D:/app/wix%20transfer%20out/fiveelementslife.wixsite.com/start/about-1.html	(from https://fiveelementslife.wixsite.com/start)
20:35:10	1034358/1034358	---MCZ	200	added ('OK')	text/html	etag:W/%229df809245a008418b9c82861a64a2310%22	https://fiveelementslife.wixsite.com/start/general-6	D:/app/wix%20transfer%20out/fiveelementslife.wixsite.com/start/general-6.html	(from https://fiveelementslife.wixsite.com/start)
20:35:11	1093629/1093629	---MCZ	200	added ('OK')	text/html	etag:W/%229c4875eeaefe9f744486140e0a7d2b63%22	https://fiveelementslife.wixsite.com/start/contact-5	D:/app/wix%20transfer%20out/fiveelementslife.wixsite.com/start/contact-5.html	(from https://fiveelementslife.wixsite.com/start)
20:35:11	1343/1343	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Aug%202026%2000:35:11%20GMT	https://static.wixstatic.com/media/11062b_cef3b719166a4815b446d4dcfcb6120d~mv2.png/v1/fill/w_31,h_31,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/11062b_cef3b719166a4815b446d4dcfcb6120d~mv2.png	D:/app/wix%20transfer%20out/static.wixstatic.com/media/11062b_cef3b719166a4815b446d4dcfcb6120d_mv2.png/v1/fill/w_31,h_31,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/11062b_cef3b719166a4815b446d4dcfcb6120d_mv2.png	(from https://fiveelementslife.wixsite.com/start)
20:35:11	1140/1140	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Aug%202026%2000:35:11%20GMT	https://static.wixstatic.com/media/11062b_b5690303a8ff470e9b1c03a24aff140b~mv2.png/v1/fill/w_31,h_31,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/11062b_b5690303a8ff470e9b1c03a24aff140b~mv2.png	D:/app/wix%20transfer%20out/static.wixstatic.com/media/11062b_b5690303a8ff470e9b1c03a24aff140b_mv2.png/v1/fill/w_31,h_31,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/11062b_b5690303a8ff470e9b1c03a24aff140b_mv2.png	(from https://fiveelementslife.wixsite.com/start)
20:35:12	2505/2505	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2018%20Aug%202026%2000:35:12%20GMT	https://fiveelementslife.wixsite.com/${s.uri}	D:/app/wix%20transfer%20out/fiveelementslife.wixsite.com/${s.uri}	(from https://fiveelementslife.wixsite.com/start)
20:35:12	493351/493351	---MCZ	403	error ('Forbidden')	text/html	date:Tue,%2018%20Aug%202026%2000:35:12%20GMT	https://fiveelementslife.wixsite.com/window.location.href	D:/app/wix%20transfer%20out/fiveelementslife.wixsite.com/window.location.href	(from https://fiveelementslife.wixsite.com/start)
20:35:13	131854/131854	---M-Z	200	added ('OK')	application/javascript	etag:%223dba122fff59f2079b3877b077a5c7c7%22	https://browser.sentry-cdn.com/7.120.3/bundle.tracing.es5.min.js	D:/app/wix%20transfer%20out/browser.sentry-cdn.com/7.120.3/bundle.tracing.es5.min.js	(from https://fiveelementslife.wixsite.com/start)
20:35:13	2505/2505	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2018%20Aug%202026%2000:35:13%20GMT	https://fiveelementslife.wixsite.com/api/	D:/app/wix%20transfer%20out/fiveelementslife.wixsite.com/api/index.html	(from https://fiveelementslife.wixsite.com/start)
20:35:13	3323/3323	---M-Z	200	added ('OK')	application/javascript	etag:%22ccf0e1db3811d44808d97a63c7a72d1f%22	https://browser.sentry-cdn.com/7.120.3/modulemetadata.es5.min.js	D:/app/wix%20transfer%20out/browser.sentry-cdn.com/7.120.3/modulemetadata.es5.min.js	(from https://fiveelementslife.wixsite.com/start)
20:35:13	2505/2505	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2018%20Aug%202026%2000:35:13%20GMT	https://fiveelementslife.wixsite.com/sitemap.xml	D:/app/wix%20transfer%20out/fiveelementslife.wixsite.com/sitemap.xml	(from https://fiveelementslife.wixsite.com/start)
20:35:13	2505/2505	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2018%20Aug%202026%2000:35:13%20GMT	https://fiveelementslife.wixsite.com/envelope/	D:/app/wix%20transfer%20out/fiveelementslife.wixsite.com/envelope/index.html	(from https://fiveelementslife.wixsite.com/start)
20:35:13	2505/2505	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2018%20Aug%202026%2000:35:14%20GMT	https://fiveelementslife.wixsite.com/feed.xml	D:/app/wix%20transfer%20out/fiveelementslife.wixsite.com/feed.xml	(from https://fiveelementslife.wixsite.com/start)
20:35:14	10751/10751	---M-Z	200	added ('OK')	application/javascript	etag:W/%22e91b2616629791b375867c298dc846cc%22	https://static.parastorage.com/unpkg/react@18.3.1/umd/react.production.min.js	D:/app/wix%20transfer%20out/static.parastorage.com/unpkg/react@18.3.1/umd/react.production.min.js	(from https://fiveelementslife.wixsite.com/start)
20:35:14	131835/131835	---M-Z	200	added ('OK')	application/javascript	etag:W/%227d4842a904e5d5d1b19240075998b111%22	https://static.parastorage.com/unpkg/react-dom@18.3.1/umd/react-dom.production.min.js	D:/app/wix%20transfer%20out/static.parastorage.com/unpkg/react-dom@18.3.1/umd/react-dom.production.min.js	(from https://fiveelementslife.wixsite.com/start)
20:35:14	73320/73320	---M-Z	200	added ('OK')	application/javascript	etag:W/%229160cc205bcdab8ba4b0910ec1500d14%22	https://static.parastorage.com/unpkg/lodash@4.17.23/lodash.min.js	D:/app/wix%20transfer%20out/static.parastorage.com/unpkg/lodash@4.17.23/lodash.min.js	(from https://fiveelementslife.wixsite.com/start)
20:35:15	154052/154052	---M-Z	200	added ('OK')	application/javascript	etag:W/%22a8a6278ff1eab097041e138a592e6c95%22	https://static.parastorage.com/services/wix-thunderbolt/dist/thunderbolt-commons.598a690b.bundle.min.js	D:/app/wix%20transfer%20out/static.parastorage.com/services/wix-thunderbolt/dist/thunderbolt-commons.598a690b.bundle.min.js	(from https://fiveelementslife.wixsite.com/start)
20:35:15	229795/229795	---M-Z	200	added ('OK')	application/javascript	etag:W/%22b4b09e04f692b276f7eec8019204a9a1%22	https://static.parastorage.com/services/wix-thunderbolt/dist/main.e8c14858.bundle.min.js	D:/app/wix%20transfer%20out/static.parastorage.com/services/wix-thunderbolt/dist/main.e8c14858.bundle.min.js	(from https://fiveelementslife.wixsite.com/start)
20:35:15	152/152	---M-Z	200	added ('OK')	application/javascript	etag:W/%22063d7456f9155e3e1c25489d3182966d%22	https://static.parastorage.com/services/wix-thunderbolt/dist/main.renderer.99fa8096.bundle.min.js	D:/app/wix%20transfer%20out/static.parastorage.com/services/wix-thunderbolt/dist/main.renderer.99fa8096.bundle.min.js	(from https://fiveelementslife.wixsite.com/start)
20:35:16	3828/3828	---MCZ	200	added ('OK')	application/javascript	etag:W/%22aef38bbd7e062b16982a758b0d21a137%22	https://static.parastorage.com/services/wix-thunderbolt/dist/browser-deprecation.bundle.es5.js	D:/app/wix%20transfer%20out/static.parastorage.com/services/wix-thunderbolt/dist/browser-deprecation.bundle.es5.js	(from https://fiveelementslife.wixsite.com/start)
20:35:17	9416/9416	---M-Z	200	added ('OK')	application/javascript	etag:W/%22a808914af60f09f16a7860e8d14d24be%22	https://static.parastorage.com/services/tag-manager-client/1.1075.0/siteTags.bundle.min.js	D:/app/wix%20transfer%20out/static.parastorage.com/services/tag-manager-client/1.1075.0/siteTags.bundle.min.js	(from https://fiveelementslife.wixsite.com/start)
20:35:17	2503/2503	---M-Z	400	error ('Bad%20Request')	text/html	date:Tue,%2018%20Aug%202026%2000:35:17%20GMT	https://fiveelementslife.wixsite.com/start/O,location.href	D:/app/wix%20transfer%20out/fiveelementslife.wixsite.com/start/O,location.href	(from https://fiveelementslife.wixsite.com/start/menu)
20:35:17	2506/2506	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2018%20Aug%202026%2000:35:17%20GMT	https://fiveelementslife.wixsite.com/start/e	D:/app/wix%20transfer%20out/fiveelementslife.wixsite.com/start/e	(from https://fiveelementslife.wixsite.com/start/menu)
20:35:17	2506/2506	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2018%20Aug%202026%2000:35:18%20GMT	https://fiveelementslife.wixsite.com/start/t	D:/app/wix%20transfer%20out/fiveelementslife.wixsite.com/start/t	(from https://fiveelementslife.wixsite.com/start/menu)
20:35:19	1684168/1684168	---MCZ	200	added ('OK')	text/html	etag:W/%223d137ed8bf7731e0e5f6bf3eb43b3a21%22	https://fiveelementslife.wixsite.com/start/menu?menu=five-elements-menu	D:/app/wix%20transfer%20out/fiveelementslife.wixsite.com/start/menuced1.html	(from https://fiveelementslife.wixsite.com/start/menu)
20:35:19	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2018%20Aug%202026%2000:35:20%20GMT	https://fiveelementslife.wixsite.com/start/href,%20location.href	D:/app/wix%20transfer%20out/fiveelementslife.wixsite.com/start/href,%20location.28.delayed	(from https://fiveelementslife.wixsite.com/start/menu)
20:35:20	2503/2503	---M-Z	400	error ('Bad%20Request')	text/html	date:Tue,%2018%20Aug%202026%2000:35:20%20GMT	https://fiveelementslife.wixsite.com/start/href%2C-location.href	D:/app/wix%20transfer%20out/fiveelementslife.wixsite.com/start/href,-location.href	(from https://fiveelementslife.wixsite.com/start/menu)
20:35:20	835921/835921	---M-Z	200	added ('OK')	image/jpeg	etag:W/%2222dc648205ca720743a78bec8caa6ab0%22	https://static.parastorage.com/services/restaurant-menus-showcase-ooi/340b3d41e47b0b3c427ac7115aed2a32ad5fd0d85acabf4431a36ccd/media/menus_side_image.7077f229.jpeg	D:/app/wix%20transfer%20out/static.parastorage.com/services/restaurant-menus-showcase-ooi/340b3d41e47b0b3c427ac7115aed2a32ad5fd0d85acabf4431a36ccd/media/menus_side_image.7077f229.jpg	(from https://fiveelementslife.wixsite.com/start/menu)
20:35:21	6974/6974	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Aug%202026%2000:35:21%20GMT	https://static.wixstatic.com/media/bc8be9_92392a27f3e941dc9ae18c2c6ec01176~mv2.png/v1/fill/w_49,h_49,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/bc8be9_92392a27f3e941dc9ae18c2c6ec01176~mv2.png	D:/app/wix%20transfer%20out/static.wixstatic.com/media/bc8be9_92392a27f3e941dc9ae18c2c6ec01176_mv2.png/v1/fill/w_49,h_49,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/bc8be9_92392a27f3e941dc9ae18c2c6ec01176_mv2.png	(from https://fiveelementslife.wixsite.com/start/menu)
20:35:21	5830/5830	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Aug%202026%2000:35:21%20GMT	https://static.wixstatic.com/media/bc8be9_88b2075b27f14faabcd0cd420922f776~mv2.png/v1/fill/w_49,h_39,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/bc8be9_88b2075b27f14faabcd0cd420922f776~mv2.png	D:/app/wix%20transfer%20out/static.wixstatic.com/media/bc8be9_88b2075b27f14faabcd0cd420922f776_mv2.png/v1/fill/w_49,h_39,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/bc8be9_88b2075b27f14faabcd0cd420922f776_mv2.png	(from https://fiveelementslife.wixsite.com/start/menu)
20:35:22	5521/5521	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Aug%202026%2000:35:22%20GMT	https://static.wixstatic.com/media/bc8be9_8e1d188b21934a9f9b7abc7c9d358fb3~mv2.png/v1/fill/w_49,h_39,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/bc8be9_8e1d188b21934a9f9b7abc7c9d358fb3~mv2.png	D:/app/wix%20transfer%20out/static.wixstatic.com/media/bc8be9_8e1d188b21934a9f9b7abc7c9d358fb3_mv2.png/v1/fill/w_49,h_39,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/bc8be9_8e1d188b21934a9f9b7abc7c9d358fb3_mv2.png	(from https://fiveelementslife.wixsite.com/start/menu)
20:35:22	5597/5597	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Aug%202026%2000:35:22%20GMT	https://static.wixstatic.com/media/bc8be9_672c953ebe0046f2a9419df1ca28937b~mv2.png/v1/fill/w_49,h_39,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/bc8be9_672c953ebe0046f2a9419df1ca28937b~mv2.png	D:/app/wix%20transfer%20out/static.wixstatic.com/media/bc8be9_672c953ebe0046f2a9419df1ca28937b_mv2.png/v1/fill/w_49,h_39,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/bc8be9_672c953ebe0046f2a9419df1ca28937b_mv2.png	(from https://fiveelementslife.wixsite.com/start/menu)
20:35:22	5603/5603	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Aug%202026%2000:35:23%20GMT	https://static.wixstatic.com/media/bc8be9_e58452c34e8a40459c7f3d11574e3dbe~mv2.png/v1/fill/w_49,h_39,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/bc8be9_e58452c34e8a40459c7f3d11574e3dbe~mv2.png	D:/app/wix%20transfer%20out/static.wixstatic.com/media/bc8be9_e58452c34e8a40459c7f3d11574e3dbe_mv2.png/v1/fill/w_49,h_39,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/bc8be9_e58452c34e8a40459c7f3d11574e3dbe_mv2.png	(from https://fiveelementslife.wixsite.com/start/menu)
20:35:23	5469/5469	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Aug%202026%2000:35:23%20GMT	https://static.wixstatic.com/media/bc8be9_13594a47040646ad96dacbade24813d9~mv2.png/v1/fill/w_49,h_39,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/bc8be9_13594a47040646ad96dacbade24813d9~mv2.png	D:/app/wix%20transfer%20out/static.wixstatic.com/media/bc8be9_13594a47040646ad96dacbade24813d9_mv2.png/v1/fill/w_49,h_39,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/bc8be9_13594a47040646ad96dacbade24813d9_mv2.png	(from https://fiveelementslife.wixsite.com/start/menu)
20:35:23	10794/10794	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Aug%202026%2000:35:23%20GMT	https://static.wixstatic.com/media/bc8be9_b85905ef887d4c1c9353d32fb1f26b85~mv2.png/v1/fill/w_49,h_74,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/bc8be9_b85905ef887d4c1c9353d32fb1f26b85~mv2.png	D:/app/wix%20transfer%20out/static.wixstatic.com/media/bc8be9_b85905ef887d4c1c9353d32fb1f26b85_mv2.png/v1/fill/w_49,h_74,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/bc8be9_b85905ef887d4c1c9353d32fb1f26b85_mv2.png	(from https://fiveelementslife.wixsite.com/start/menu)
20:35:24	10361/10361	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Aug%202026%2000:35:24%20GMT	https://static.wixstatic.com/media/bc8be9_630c0ee88acb40cf810830519615fc27~mv2.png/v1/fill/w_49,h_74,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/bc8be9_630c0ee88acb40cf810830519615fc27~mv2.png	D:/app/wix%20transfer%20out/static.wixstatic.com/media/bc8be9_630c0ee88acb40cf810830519615fc27_mv2.png/v1/fill/w_49,h_74,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/bc8be9_630c0ee88acb40cf810830519615fc27_mv2.png	(from https://fiveelementslife.wixsite.com/start/menu)
20:35:24	10645/10645	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Aug%202026%2000:35:24%20GMT	https://static.wixstatic.com/media/bc8be9_2e455d6a82884aaf9c5efa18a7a75605~mv2.png/v1/fill/w_49,h_74,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/bc8be9_2e455d6a82884aaf9c5efa18a7a75605~mv2.png	D:/app/wix%20transfer%20out/static.wixstatic.com/media/bc8be9_2e455d6a82884aaf9c5efa18a7a75605_mv2.png/v1/fill/w_49,h_74,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/bc8be9_2e455d6a82884aaf9c5efa18a7a75605_mv2.png	(from https://fiveelementslife.wixsite.com/start/menu)
20:35:24	6714/6714	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Aug%202026%2000:35:24%20GMT	https://static.wixstatic.com/media/bc8be9_632b1121efee4946b469853581c40c3c~mv2.png/v1/fill/w_49,h_61,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/bc8be9_632b1121efee4946b469853581c40c3c~mv2.png	D:/app/wix%20transfer%20out/static.wixstatic.com/media/bc8be9_632b1121efee4946b469853581c40c3c_mv2.png/v1/fill/w_49,h_61,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/bc8be9_632b1121efee4946b469853581c40c3c_mv2.png	(from https://fiveelementslife.wixsite.com/start/menu)
20:35:25	9030/9030	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Aug%202026%2000:35:25%20GMT	https://static.wixstatic.com/media/bc8be9_0114d9eb990c4a8fb3ccb483e97032eb~mv2.png/v1/fill/w_49,h_61,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/bc8be9_0114d9eb990c4a8fb3ccb483e97032eb~mv2.png	D:/app/wix%20transfer%20out/static.wixstatic.com/media/bc8be9_0114d9eb990c4a8fb3ccb483e97032eb_mv2.png/v1/fill/w_49,h_61,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/bc8be9_0114d9eb990c4a8fb3ccb483e97032eb_mv2.png	(from https://fiveelementslife.wixsite.com/start/menu)
20:35:25	5977/5977	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Aug%202026%2000:35:25%20GMT	https://static.wixstatic.com/media/bc8be9_1771ee3954974896a51d7a98dc199868~mv2.png/v1/fill/w_49,h_39,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/bc8be9_1771ee3954974896a51d7a98dc199868~mv2.png	D:/app/wix%20transfer%20out/static.wixstatic.com/media/bc8be9_1771ee3954974896a51d7a98dc199868_mv2.png/v1/fill/w_49,h_39,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/bc8be9_1771ee3954974896a51d7a98dc199868_mv2.png	(from https://fiveelementslife.wixsite.com/start/menu)
20:35:25	5934/5934	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Aug%202026%2000:35:25%20GMT	https://static.wixstatic.com/media/bc8be9_fbfaf4da0bbe403d8c7bb2f0c60cca64~mv2.png/v1/fill/w_49,h_39,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/bc8be9_fbfaf4da0bbe403d8c7bb2f0c60cca64~mv2.png	D:/app/wix%20transfer%20out/static.wixstatic.com/media/bc8be9_fbfaf4da0bbe403d8c7bb2f0c60cca64_mv2.png/v1/fill/w_49,h_39,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/bc8be9_fbfaf4da0bbe403d8c7bb2f0c60cca64_mv2.png	(from https://fiveelementslife.wixsite.com/start/menu)
20:35:26	6111/6111	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Aug%202026%2000:35:26%20GMT	https://static.wixstatic.com/media/bc8be9_b7e29fe68aa14cc9a9385f3e9b13e8de~mv2.png/v1/fill/w_49,h_39,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/bc8be9_b7e29fe68aa14cc9a9385f3e9b13e8de~mv2.png	D:/app/wix%20transfer%20out/static.wixstatic.com/media/bc8be9_b7e29fe68aa14cc9a9385f3e9b13e8de_mv2.png/v1/fill/w_49,h_39,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/bc8be9_b7e29fe68aa14cc9a9385f3e9b13e8de_mv2.png	(from https://fiveelementslife.wixsite.com/start/menu)
